Date,CNH,JPY,KRW,THB,USD
2019-01-30,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-01-31,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-01,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-04,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-05,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-06,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-07,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-08,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-11,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-12,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-13,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-14,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-15,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-18,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-19,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-20,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-21,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-22,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-25,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-26,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-27,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-02-28,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-01,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-04,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-05,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-06,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-07,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-08,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-11,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-12,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-13,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-14,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-15,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-18,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-19,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-20,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-21,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-22,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-25,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-26,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-27,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-28,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-03-29,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-01,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-02,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-03,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-04,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-05,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-08,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-09,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-10,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-11,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-12,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-15,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-16,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-17,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-18,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-19,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-22,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-23,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-24,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-25,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-26,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-29,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-04-30,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-01,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-02,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-03,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-06,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-07,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-08,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-09,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-10,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-13,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-14,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-15,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-16,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-17,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-20,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-21,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-22,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-23,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-24,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-27,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-28,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-29,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-30,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-05-31,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
2019-06-03,2.0747904,0.989094598,1.47583935,1.063897542,2.442583297
